CallVolume,CallOpenInt,Strike,PutVolume,PutOpenInt
0,115,4350,0,1855
0,7,4355,0,159
0,11,4360,0,241
0,13,4365,0,156
0,44,4370,0,196
0,31,4375,0,317
0,17,4380,0,322
0,21,4385,0,477
0,9,4390,0,560
0,32,4395,0,192
0,384,4400,0,1910
0,113,4405,0,196
0,123,4410,0,614
0,55,4415,0,214
0,70,4420,0,444
0,218,4425,0,195
0,592,4430,0,686
0,194,4435,0,433
0,99,4440,0,211
0,113,4445,0,248
0,1301,4450,0,1096
0,183,4455,0,116
0,249,4460,0,256
0,391,4465,0,253
0,1198,4470,0,184
0,253,4475,0,227
0,287,4480,0,476
0,155,4485,0,254
0,162,4490,0,102
0,145,4495,0,56
0,2352,4500,0,764
0,216,4505,0,47
